"SID","count","L1.beepvar","L1.A_rude","L1.E_quiet","L1.C_lazy","L1.N_relaxed","L1.N_depressed","L1.E_outgoing","L1.A_kind","L1.C_reliable","L1.N_worried","L1.pos_emo","L1.neg_emo","L1.authentic","L1.self_esteem","L1.happy","L1.lonely","L1.aca_motiv","L1.around_others","L1.connected","L2.GPA","L2.life_sat","L2.friendship_sat","L2.community_sat","L2.academic_sat","L2.psych_sat","L2.procrastinate","L2.gender","L2.age"
10114,24,35,1,1,3,5,1,5,5,5,1,5,1,5,1,5,1,5,5,5,3.48,15,13,10,13,4,3,2,20
10114,24,48,1.2,5,1,5,1,1,4.65,5,1,5,1,5,5,5,1,5,5,5,3.48,15,13,10,13,4,3,2,20
10114,24,54,1,1,1,5,1,5,5,5,1,5,1,5,5,5,1,1,5,5,3.48,15,13,10,13,4,3,2,20
10533,13,3,1,3,4,4,1.00805611237046,4,4,4,1,4,1,3,4,4,1.00560896810056,3,4,3,2.59,14,15,6,2,14,2,2,18
10533,13,4,1,2,4,5,0.996127001378833,5,4,4,2,5,1,5,5,4,0.998903085114685,3,5,5,2.59,14,15,6,2,14,2,2,18
10533,13,5,1,2,3,4,0.99747013156118,4,4,4,1,4,3,4,4,3,0.99428125652634,4,4,4,2.59,14,15,6,2,14,2,2,18
10533,13,6,1,3,2,4,0.992344898499698,4,4,4,1,4,1,4,4,4,0.994210769283928,4,4,4,2.59,14,15,6,2,14,2,2,18
10533,13,7,1,3,5,5,0.997057721309352,2,4,4,2,3,1,4,4,3,1.00235104689168,1,2,3,2.59,14,15,6,2,14,2,2,18
10533,13,8,2,2,2,4,0.993162932863401,5,4,5,1,4,2,4,5,4,1.0025762736179,5,4,3,2.59,14,15,6,2,14,2,2,18
10533,13,9,1,5,1,4,0.991705132612861,3,4,3,2,4,1,4,4,4,1.00426479591281,5,4,4,2.59,14,15,6,2,14,2,2,18
10533,13,10,2,4,1,4,1.00942263641251,3,3,4,2,3,1,4,4,4,0.994740911729403,5,3,3,2.59,14,15,6,2,14,2,2,18
10533,13,11,1,2,3,5,1.00973605034177,4,3,4,1,4,1,4,4,4,1.00391565010704,4,2,3,2.59,14,15,6,2,14,2,2,18
10533,13,12,1,3,3,4,0.994080916107179,2,3,4,1,4,1,4,4,4,1.0016925504348,5,2,3,2.59,14,15,6,2,14,2,2,18
10533,13,14,2,3,1,3,0.993501265182624,5,4,5,3,5,3,5,5,5,1.00247271980634,5,4,5,2.59,14,15,6,2,14,2,2,18
10533,13,16,1,3,3,5,0.990927153026992,4,4,4,1,4,1,4,4,4,1.00531325709488,3,2,3,2.59,14,15,6,2,14,2,2,18
10533,13,17,1,3,3,4,1.00540249152375,4,4,4,1,4,1,4,4,4,1.00435633707409,4,3,4,2.59,14,15,6,2,14,2,2,18
10536,24,3,1,4,2,3,4,3,5,4,2,3,3,4,2,2,3,3,1,2,2.32,9,11,6,5,11,5,1,23
10536,24,4,1,4,3,2,2,4,4,4,1,4,1,4,3,4,2,5,4,4,2.32,9,11,6,5,11,5,1,23
10536,24,5,1,4,4,5,1,3,4,3,2,3,2,4,4,4,2,2,2,2,2.32,9,11,6,5,11,5,1,23
10536,24,6,1,5,2,4,1,1,4,4,3,2,1,3,4,2,2,4,1,2,2.32,9,11,6,5,11,5,1,23
10536,24,7,1,5,4,4,1,2,4,3,1,2,1,3,3,2,1,2,2,2,2.32,9,11,6,5,11,5,1,23
10536,24,8,1,4,2,3,1,2,4,4,1,3,1,4,4,2,1,5,3,1,2.32,9,11,6,5,11,5,1,23
10536,24,9,1,1,1,5,1,5,3,4,1,4,1,4,5,4,1,4,4,3,2.32,9,11,6,5,11,5,1,23
10536,24,10,2,3,1,3,1,4,4,4,1,2,1,2,4,2,1,4,4,3,2.32,9,11,6,5,11,5,1,23
10536,24,11,1.2,5,3,5,1,1,3.46666666666667,3,1,2,1,5,3,3,1,2,1,1,2.32,9,11,6,5,11,5,1,23
10536,24,12,1.2,5,4,4,1,1,3.46666666666667,3,1,2,1,1,3,2,1,3,1,1,2.32,9,11,6,5,11,5,1,23
10536,24,13,2,5,2,2,1,1,4,2,4,1,3,2,2,1,1,4,1,1,2.32,9,11,6,5,11,5,1,23
10536,24,14,1,5,2,2,2,1,3,2,4,1,3,2,2,1,1,4,1,1,2.32,9,11,6,5,11,5,1,23
10536,24,15,1,5,5,5,1,1,2,2,1,3,2,3,3,3,1,1,1,1,2.32,9,11,6,5,11,5,1,23
10536,24,16,1,3,1,3,1,2,3,4,1,2,1,3,3,2,1,4,3,2,2.32,9,11,6,5,11,5,1,23
10536,24,17,1,2,2,4,1,5,3,4,1,4,1,4,5,3,1,1,4,4,2.32,9,11,6,5,11,5,1,23
10536,24,18,2,1,5,4,1,5,4,3,2,3,2,3,4,3,1,1,4,4,2.32,9,11,6,5,11,5,1,23
10536,24,19,1.2,4,5,4,1,2,3.46666666666667,3,1,4,3,3,4,1,3,1,3,1,2.32,9,11,6,5,11,5,1,23
10536,24,21,1.2,5,5,4,2,1,3.46666666666667,2,1,1,2,3,2,2,3,1,2,1,2.32,9,11,6,5,11,5,1,23
10536,24,22,1.2,5,2,4,2,1,3.46666666666667,3,1,3,3,3,3,2,4,1,3,1,2.32,9,11,6,5,11,5,1,23
10536,24,23,1.2,5,4,5,1,1,3.46666666666667,3,1,3,1,3,3,3,3,1,4,2,2.32,9,11,6,5,11,5,1,23
10536,24,25,1.2,5,5,4,2,1,3.46666666666667,2,2,2,2,3,3,2,1,1,1,1,2.32,9,11,6,5,11,5,1,23
10536,24,28,1,5,5,4,3,1,1,2,1,2,2,3,3,2,2,1,3,1,2.32,9,11,6,5,11,5,1,23
10536,24,29,1.2,5,5,4,3,1,3.46666666666667,2,2,2,3,2,2,2,4,1,3,1,2.32,9,11,6,5,11,5,1,23
10536,24,30,1.2,5,2,4,3,1,3.46666666666667,1,3,1,3,2,2,1,2,2,3,1,2.32,9,11,6,5,11,5,1,23
10538,12,3,1.00032587385721,4,1,3,2,2,3,4,1,2,4,4,4,2,2,2,3,1,3.58,12,14,14,12,13,5,2,20
10538,12,5,1.00588249055388,2,3,4,2,4,4,4,3,4,2,4,4,4,2,4,4,3,3.58,12,14,14,12,13,5,2,20
10538,12,6,0.997818718861497,2,1,4,1,5,4,5,2,4,1,4,4,4,1,4,4,4,3.58,12,14,14,12,13,5,2,20
10538,12,7,1.00442669660988,3,1,4,1,4,3,5,1,4,2,5,5,5,1,4,5,4,3.58,12,14,14,12,13,5,2,20
10538,12,8,1.00464778366159,1,2,4,1,5,4,4,1,5,2,5,5,5,2,4,5,5,3.58,12,14,14,12,13,5,2,20
10538,12,9,1.00095919252262,4,1,3,1,4,4,2,3,3,2,4,3,3,1,4,3,3,3.58,12,14,14,12,13,5,2,20
10538,12,12,1.00555552400661,1,4,5,1,5,5,4,1,5,1,5,5,5,1,3,5,5,3.58,12,14,14,12,13,5,2,20
10538,12,26,0.993846467323733,3,5,4,3,3,3,4,4,3,3,3,4,3,3,2,3,4,3.58,12,14,14,12,13,5,2,20
10538,12,35,0.998784369559849,2,1,3,3,2,4,5,4,3,4,3,4,3,3,5,2,2,3.58,12,14,14,12,13,5,2,20
10538,12,37,1.00513945240183,3,1,3,1,4,4,5,3,4,2,4,4,4,1,5,4,3,3.58,12,14,14,12,13,5,2,20
10538,12,38,1.0048777940408,4,1,3,2,3,3.8,5,3,3,3,4,4,3,2,5,3,4,3.58,12,14,14,12,13,5,2,20
10538,12,39,1.00041621843308,3,1,3,2,4,3.8,5,3,3,2,4,4,4,2,5,3,4,3.58,12,14,14,12,13,5,2,20
10541,20,3,1,5,1,4,0.991294683415761,1,2,5,1,3,2,5,4,5,1,3,2,3,NA,15,13,10,9,13,3,2,18
10541,20,5,1,4,3,3,0.980858403729325,3,3,3,4,3,2,4,4,4,2,3,4,3,NA,15,13,10,9,13,3,2,18
10541,20,6,1,2,4,5,0.999537796349503,2,4,5,3,4,1,5,5,5,1,2,3,3,NA,15,13,10,9,13,3,2,18
10541,20,7,3,5,2,1,1.01350246491372,1,2,3,4,2,3,3,2,2,3,5,2,1,NA,15,13,10,9,13,3,2,18
10541,20,8,1,5,2,5,0.973541649947307,2,4,3,1,3,1,4,4,3,1,3,3,2,NA,15,13,10,9,13,3,2,18
10541,20,9,1,2,2,5,0.9735217891263,4,4,4,1,5,1,5,5,5,1,3,4,5,NA,15,13,10,9,13,3,2,18
10541,20,10,1,2,3,5,1.03049956105251,4,4,4,2,4,1,4,5,4,1,3,5,5,NA,15,13,10,9,13,3,2,18
10541,20,11,1,5,3,3,0.979222579555037,3,4,5,1,3,2,3,4,3,3,4,2,3,NA,15,13,10,9,13,3,2,18
10541,20,12,1.21052631578947,5,4,5,0.963734711103019,1,3.57894736842105,3,3,3,2,3,2,4,1,1,1,2,NA,15,13,10,9,13,3,2,18
10541,20,13,1,3,2,4,1.01639840065983,3,5,4,4,4,1,3,3,4,2,4,4,5,NA,15,13,10,9,13,3,2,18
10541,20,14,2,3,3,2,0.968489344304323,2,3,3,3,3,3,4,2,2,3,4,4,1,NA,15,13,10,9,13,3,2,18
10541,20,15,1,2,2,4,1.03405094960068,5,4,4,1,3,1,4,5,4,1,4,3,4,NA,15,13,10,9,13,3,2,18
10541,20,17,1,3,2,3,1.03416675972311,3,3,3,3,3,1,4,3,3,2,4,3,3,NA,15,13,10,9,13,3,2,18
10541,20,19,1,2,4,5,0.994812850499865,2,4,3,1,5,1,5,4,5,1,2,3,4,NA,15,13,10,9,13,3,2,18
10541,20,20,1,3,3,4,1.00447045849511,3,3,3,2,5,1,4,3,4,1,2,5,4,NA,15,13,10,9,13,3,2,18
10541,20,30,2,3,2,2,1.00279392972591,3,5,5,3,5,2,5,5,5,2,5,4,3,NA,15,13,10,9,13,3,2,18
10541,20,33,1,4,1,3,0.967023695809251,3,3,4,2,3,1,3,3,2,2,5,2,3,NA,15,13,10,9,13,3,2,18
10541,20,34,1,3,2,5,0.966227657469572,3,4,5,1,5,1,5,4,4,1,5,3,3,NA,15,13,10,9,13,3,2,18
10541,20,38,1,3,2,3,0.983420802822164,3,3,5,2,3,1,4,4,4,1,5,3,3,NA,15,13,10,9,13,3,2,18
10541,20,43,1,2,1,3,0.971678704074817,3,4,5,1,4,1,4,4,4,1,5,3,3,NA,15,13,10,9,13,3,2,18
10544,17,3,1,4,2,4,1,2,3,4,2,2,2,4,4,4,2,2,3,2,3.77,14,12,12,10,12,4,1,18
10544,17,4,2,3,3,2,2,4,3,3,3,2,2,3,3,3,2,3,3,2,3.77,14,12,12,10,12,4,1,18
10544,17,5,2,2,2,4,1,4,3,3,2,3,2,4,3,4,1,2,4,4,3.77,14,12,12,10,12,4,1,18
10544,17,8,2,5,3,2,2,2,2,2,4,3,4,3,3,2,2,2,3,2,3.77,14,12,12,10,12,4,1,18
10544,17,12,1,5,1,3,2,1,3,3,3,3,2,4,3,3,2,4,5,3,3.77,14,12,12,10,12,4,1,18
10544,17,15,3,4,3,2,3,3,2,3,4,3,3,4,3,2,2,2,2,3,3.77,14,12,12,10,12,4,1,18
10544,17,16,2,2,2,2,3,3,4,4,3,4,2,4,4,4,1,4,4,4,3.77,14,12,12,10,12,4,1,18
10544,17,20,2,2,2,2,2,4,2,4,2,3,2,4,3,3,2,4,4,4,3.77,14,12,12,10,12,4,1,18
10544,17,25,2,4,1,3,2,3,4,5,2,4,1,4,5,4,1,2,3,2,3.77,14,12,12,10,12,4,1,18
10544,17,27,1.93333333333333,4,2,2,2,1,2.86666666666667,4,3,3,3,3,3,2,2,4,2,2,3.77,14,12,12,10,12,4,1,18
10544,17,33,1.93333333333333,4,2,2,2,2,2.86666666666667,4,4,2,2,3,2,2,2,4,2,2,3.77,14,12,12,10,12,4,1,18
10544,17,34,2,3,3,2,2,2,3,4,2,2,2,4,3,3,3,2,2,2,3.77,14,12,12,10,12,4,1,18
10544,17,38,2,2,2,4,2,4,4,4,2,4,2,4,4,4,2,3,4,4,3.77,14,12,12,10,12,4,1,18
10544,17,41,2,2,2,4,2,3,3,3,2,4,2,4,3,3,2,4,4,4,3.77,14,12,12,10,12,4,1,18
10544,17,45,2,2,2,2,2,3,2,3,3,3,3,4,3,3,2,3,3,2,3.77,14,12,12,10,12,4,1,18
10544,17,53,2,3,3,4,2,3,3,4,2,4,2,4,4,3,2,2,4,3,3.77,14,12,12,10,12,4,1,18
10544,17,57,2,4,4,3,2,1,2,2,2,3,3,2,3,3,2,2,3,2,3.77,14,12,12,10,12,4,1,18
10543,20,3,2,2,2,4,1,2,3,3,1,4,1,5,4,4,1,2,4,3,3.97,13,12,11,13,14,3,1,18
10543,20,4,3,2,2,4,1,3,3,3,2,3,2,4,3,4,1,4,4,3,3.97,13,12,11,13,14,3,1,18
10543,20,5,2,3,3,3,2,3,2,2,3,3,2,3,3,3,1,2,4,3,3.97,13,12,11,13,14,3,1,18
10543,20,7,2,2,3,4,1,4,3,3,2,4,2,4,4,4,1,3,5,4,3.97,13,12,11,13,14,3,1,18
10543,20,8,2,3,3,4,1,3,4,3,2,4,2,4,4,4,2,2,3,3,3.97,13,12,11,13,14,3,1,18
10543,20,9,2,4,3,3,2,2,3,3,2,3,2,3,3,3,2,3,3,4,3.97,13,12,11,13,14,3,1,18
10543,20,10,1,4,2,2,1,2,4,4,4,3,2,4,4,3,2,2,4,4,3.97,13,12,11,13,14,3,1,18
10543,20,11,2,3,2,3,1,3,4,3,2,4,2,3,3,3,1,2,4,3,3.97,13,12,11,13,14,3,1,18
10543,20,12,2,2,2,2,2,3,3,3,4,3,3,5,2,3,1,2,4,5,3.97,13,12,11,13,14,3,1,18
10543,20,19,2,5,3,2,2,2,2,3,3,3,2,3,3,3,2,4,2,2,3.97,13,12,11,13,14,3,1,18
10543,20,20,2,3,3,3,2,3,3.16666666666667,3,2,3,2,3,3,3,1,2,3,3,3.97,13,12,11,13,14,3,1,18
10543,20,24,2,3,3,3,2,3,3,3,3,4,2,3,4,4,1,2,5,4,3.97,13,12,11,13,14,3,1,18
10543,20,25,2,3,3,4,1,3,3,2,2,3,2,3,4,4,2,3,4,3,3.97,13,12,11,13,14,3,1,18
10543,20,33,2,4,2,3,1,2,3,4,2,4,2,3,4,4,1,4,4,2,3.97,13,12,11,13,14,3,1,18
10543,20,37,2,3,3,4,1,3,3,3,2,3,2,4,4,4,1,4,4,3,3.97,13,12,11,13,14,3,1,18
10543,20,38,2,2,3,4,1,3,3,3,1,4,1,4,4,4,1,2,4,4,3.97,13,12,11,13,14,3,1,18
10543,20,41,2,3,2,3,1,3,4,4,2,3,2,3,4,4,1,4,4,2,3.97,13,12,11,13,14,3,1,18
10543,20,48,2,5,3,3,1,2,3.16666666666667,3,2,3,2,3,3,3,2,2,3,2,3.97,13,12,11,13,14,3,1,18
10543,20,53,2,3,2,3,1,3,3,3,2,3,2,3,3,4,1,2,3,4,3.97,13,12,11,13,14,3,1,18
10543,20,59,2,3,2,3,1,4,4,3,2,4,2,3,4,4,2,2,4,4,3.97,13,12,11,13,14,3,1,18
10537,12,2,1.00460352293922,5,1,4,1.00437182789761,1,4.03792110903168,5,1.01716658957076,2,2,4.02477363050226,5,3,1.01640434464133,3,2,2,NA,15,14,NA,14,15,3,1,18
10537,12,4,0.995706874159833,1,2,5,0.980752238315853,4,4.01811918984054,4,1.01721353511372,5,1,4.02467965807675,5,5,1.03125270613528,3,5,5,NA,15,14,NA,14,15,3,1,18
10537,12,5,1.00625522586958,2,4,4,1.0038280934129,3,3.99555251108711,4,0.975430944293955,3,1,4.03526872467762,5,4,0.962499809998074,3,4,4,NA,15,14,NA,14,15,3,1,18
10537,12,8,0.993320529202568,2,1,5,0.970897094025108,4,4.0278919288165,4,1.00212908684674,4,1,3.98024664164396,5,5,0.985894864729704,3,4,5,NA,15,14,NA,14,15,3,1,18
10537,12,11,0.996846566187597,2,1,3,1.02134869495658,3,3.98886295121894,4,1.01207359942448,4,2,3.99959151066845,5,4,1.041810287244,3,4,4,NA,15,14,NA,14,15,3,1,18
10537,12,12,0.997084752224547,2,2,4,1.00082585397779,4,4.03078433125822,4,1.00147511511291,4,2,4.00624293776843,5,4,0.956888169977444,3,4,4,NA,15,14,NA,14,15,3,1,18
10537,12,17,1.00362287013226,2,2,4,0.994073117408808,5,4.01385047293947,4,0.977808340686357,5,1,4.03106329695301,5,5,1.0439167108301,3,5,5,NA,15,14,NA,14,15,3,1,18
10537,12,22,1.00255645920064,2,1,3,0.987177134936947,4,4.04665251460818,4,0.991366070970951,4,1,4.00666614840776,5,4,0.969215657208538,3,5,4,NA,15,14,NA,14,15,3,1,18
10537,12,30,0.999589596562879,1,3,5,0.972046403342858,4,3.97826124639977,4,0.982570769799184,5,1,3.99034941976738,5,5,0.955186536087795,3,5,5,NA,15,14,NA,14,15,3,1,18
10537,12,34,1.00261782563445,3,2,4,1.03772684191274,2,4.02104720992283,4,0.996175043709762,4,2,3.99865532497403,5,3,0.986037537653307,4,4,3,NA,15,14,NA,14,15,3,1,18
10537,12,35,1.0014969511015,2,2,5,0.961420133812895,3,3.97986807655148,4,0.999064681357947,4,1,3.98715222044049,4,4,1.01412058535038,3,4,4,NA,15,14,NA,14,15,3,1,18
10537,12,39,0.993715938060589,2,1,3,0.962126870614408,4,4.01191771527546,5,1.01529425541799,4,2,3.96772215328098,5,4,1.00178718367672,4,4,4,NA,15,14,NA,14,15,3,1,18
10509,44,2,1,2,2,5,2,4,4,4,3,4,1,5,5,5,1,4,5,4,3.45,11,12,11,11,5,4,2,19
10509,44,4,1,1,2,5,1,5,4,5,3,5,1,5,4,5,1,4,4,5,3.45,11,12,11,11,5,4,2,19
10509,44,5,1,2,4,3,1,4,3,4,1,4,4,5,4,3,1,3,4,3,3.45,11,12,11,11,5,4,2,19
10509,44,7,1,3,4,5,2,3,4,4,4,5,3,5,4,4,2,4,4,5,3.45,11,12,11,11,5,4,2,19
10509,44,9,1,1,3,5,2,5,4,5,3,5,3,5,4,4,1,3,5,5,3.45,11,12,11,11,5,4,2,19
10509,44,10,1,4,5,5,1,3,4,5,1,5,2,5,5,5,1,3,5,5,3.45,11,12,11,11,5,4,2,19
10509,44,11,1,5,5,3,1,4,4,5,4,2,4,5,4,2,1,3,3,2,3.45,11,12,11,11,5,4,2,19
10509,44,12,1,1,4,5,1,5,3,3,1,4,1,5,4,5,1,3,5,4,3.45,11,12,11,11,5,4,2,19
10509,44,13,1,2,5,5,1,4,4,4,3,4,2,5,4,4,1,4,4,4,3.45,11,12,11,11,5,4,2,19
10509,44,15,1,3,3,5,1,3,3,4,2,4,3,4,4,4,1,4,3,3,3.45,11,12,11,11,5,4,2,19
10509,44,16,1,4,4,5,1,2,3,4,2,4,2,5,4,4,1,3,4,3,3.45,11,12,11,11,5,4,2,19
10509,44,18,1,3,3,5,1,3,3,5,2,3,2,4,4,4,1,3,4,3,3.45,11,12,11,11,5,4,2,19
10509,44,19,2,2,3,5,1,3,3,4,2,4,2,3,3,4,2,3,4,3,3.45,11,12,11,11,5,4,2,19
10509,44,20,3,1,1,3,1,4,3,2,2,3,3,5,4,3,1,2,3,4,3.45,11,12,11,11,5,4,2,19
10509,44,21,1,2,3,4,1,4,3,4,1,4,1,4,4,4,1,3,5,5,3.45,11,12,11,11,5,4,2,19
10509,44,23,2,2,3,5,1,3,2,4,3,3,1,4,3,4,1,3,4,3,3.45,11,12,11,11,5,4,2,19
10509,44,24,3,4,3,3,1,3,3,3,2,5,3,5,4,5,1,1,4,3,3.45,11,12,11,11,5,4,2,19
10509,44,25,2,3,3,5,2,3,3,4,3,4,2,5,3,3,2,3,3,4,3.45,11,12,11,11,5,4,2,19
10509,44,26,1,2,4,4,1,3,4,4,2,3,2,4,3,3,1,3,5,3,3.45,11,12,11,11,5,4,2,19
10509,44,27,1,1,4,5,1,5,4,4,2,4,2,4,4,4,1,3,5,4,3.45,11,12,11,11,5,4,2,19
10509,44,28,2,3,4,3,2,2,3,3,3,4,3,3,3,3,3,2,2,3,3.45,11,12,11,11,5,4,2,19
10509,44,29,2,1,2,3,1,4,3,4,3,4,3,5,4,4,1,4,5,3,3.45,11,12,11,11,5,4,2,19
10509,44,30,1,2,3,5,2,4,3,4,3,4,1,5,5,4,2,4,4,4,3.45,11,12,11,11,5,4,2,19
10509,44,31,1,1,1,4,1,5,3,5,3,4,2,5,4,4,1,2,5,4,3.45,11,12,11,11,5,4,2,19
10509,44,32,1.28947368421053,5,3,3,3,3,3.21052631578947,4,3,4,3,5,4,3,3,4,5,2,3.45,11,12,11,11,5,4,2,19
10509,44,33,1,4,3,3,2,4,3,4,2,4,3,5,4,3,1,4,5,3,3.45,11,12,11,11,5,4,2,19
10509,44,34,1,5,3,3,2,1,2,5,4,2,3,5,3,3,1,5,2,2,3.45,11,12,11,11,5,4,2,19
10509,44,35,1,2,2,2,2,3,2,5,4,4,4,5,3,3,1,4,5,3,3.45,11,12,11,11,5,4,2,19
10509,44,36,2,2,2,3,1,4,3,3,3,4,2,5,4,4,1,4,3,3,3.45,11,12,11,11,5,4,2,19
10509,44,37,1.28947368421053,5,3,2,2,2,3.21052631578947,3,4,3,3,5,3,3,1,3,3,1,3.45,11,12,11,11,5,4,2,19
10509,44,38,1.28947368421053,5,3,2,2,1,3.21052631578947,3,4,3,4,3,2,3,2,3,4,1,3.45,11,12,11,11,5,4,2,19
10509,44,39,1,5,4,5,1,3,3,3,2,4,3,4,3,4,1,2,3,4,3.45,11,12,11,11,5,4,2,19
10509,44,40,1,3,5,3,4,3,3,3,4,3,3,3,3,3,2,2,3,3,3.45,11,12,11,11,5,4,2,19
10509,44,42,1,3,4,3,1,3,3,4,3,4,2,4,3,4,1,3,3,3,3.45,11,12,11,11,5,4,2,19
10509,44,46,1,2,2,4,1,3,3,5,2,4,2,4,4,3,1,4,4,3,3.45,11,12,11,11,5,4,2,19
10509,44,47,1.28947368421053,3,2,5,1,3,3.21052631578947,3,2,4,2,5,4,4,2,3,4,3,3.45,11,12,11,11,5,4,2,19
10509,44,48,1,2,3,5,1,5,3,5,2,5,2,5,5,5,1,3,5,4,3.45,11,12,11,11,5,4,2,19
10509,44,49,1.28947368421053,2,3,5,1,4,3.21052631578947,4,2,4,1,5,5,4,1,3,4,4,3.45,11,12,11,11,5,4,2,19
10509,44,52,2,3,2,3,1,4,4,3,1,4,1,3,3,4,1,1,5,4,3.45,11,12,11,11,5,4,2,19
10509,44,53,1,2,2,5,1,4,3,3,1,4,1,5,4,5,1,3,5,3,3.45,11,12,11,11,5,4,2,19
10509,44,54,1.28947368421053,5,3,5,1,3,3.21052631578947,4,2,4,2,5,4,4,2,2,2,2,3.45,11,12,11,11,5,4,2,19
10509,44,55,1,1,4,5,1,4,4,4,1,4,1,5,4,4,1,2,5,5,3.45,11,12,11,11,5,4,2,19
10509,44,56,1,5,4,5,1,3,3,4,1,4,2,5,4,4,1,2,5,4,3.45,11,12,11,11,5,4,2,19
10509,44,58,1,1,4,5,1,5,3,4,2,4,1,5,5,4,1,2,5,5,3.45,11,12,11,11,5,4,2,19
10542,19,3,1,5,1,4,1,1,3,5,3,3,2,5,5,4,2,2,4,3,3.39,13,13,13,14,14,3,1,26
10542,19,6,1,3,1,4,1,5,3,4,2,5,3,5,4,5,1,2,5,4,3.39,13,13,13,14,14,3,1,26
10542,19,9,1,4,1,5,1,3,3,2,2,4,2,5,4,4,1,1,5,5,3.39,13,13,13,14,14,3,1,26
10542,19,10,1,1,3,5,1,3,4,4,1,5,1,4,5,5,1,1,5,5,3.39,13,13,13,14,14,3,1,26
10542,19,11,1,4,2,5,1,2,3,3,1,4,2,3,5,4,1,3,4,4,3.39,13,13,13,14,14,3,1,26
10542,19,12,1,2,1,5,1,4,4,3,2,5,1,5,4,5,1,1,4,5,3.39,13,13,13,14,14,3,1,26
10542,19,13,1,5,1,3,1,4,3,3,3,4,3,3,4,3,2,3,5,3,3.39,13,13,13,14,14,3,1,26
10542,19,16,2,3,1,4,2,4,4,3,3,4,3,4,4,4,2,1,5,4,3.39,13,13,13,14,14,3,1,26
10542,19,24,2,2,1,5,1,5,4,3,1,4,2,4,5,5,1,2,5,4,3.39,13,13,13,14,14,3,1,26
10542,19,30,2,1,2,3,3,2,3,3,2,3,3,3,3,3,2,3,3,2,3.39,13,13,13,14,14,3,1,26
10542,19,42,2,4,2,2,3,3,3,3,3,3,3,4,3,3,3,4,3,2,3.39,13,13,13,14,14,3,1,26
10542,19,47,2,4,2,1,3,1,3,5,2,4,3,5,3,2,3,5,2,2,3.39,13,13,13,14,14,3,1,26
10542,19,49,1,4,2,3,2,2,1,2,2,3,2,1,3,3,3,2,2,2,3.39,13,13,13,14,14,3,1,26
10542,19,53,1,3,1,3,1,3,4,4,3,3,2,4,4,3,1,4,4,2,3.39,13,13,13,14,14,3,1,26
10542,19,54,1,3,1,3,1,3,3,4,3,4,4,3,3,3,2,5,3,3,3.39,13,13,13,14,14,3,1,26
10542,19,55,1.29411764705882,5,1,4,1,1,3.23529411764706,5,2,3,2,4,4,4,2,4,1,3,3.39,13,13,13,14,14,3,1,26
10542,19,56,1,1,1,4,2,3,4,3,3,4,2,4,4,4,1,3,4,3,3.39,13,13,13,14,14,3,1,26
10542,19,58,1,1,1,5,1,1,3,4,2,5,1,5,5,5,1,4,4,4,3.39,13,13,13,14,14,3,1,26
10542,19,59,1.29411764705882,5,1,5,1,1,3.23529411764706,5,1,3,1,5,4,5,1,4,1,1,3.39,13,13,13,14,14,3,1,26
10532,13,3,1.25,2,1,4,1,5,3.625,5,1,4,2,5,5,4,1,3,5,5,3.41,15,14,4,15,15,3,1,21
10532,13,9,1.25,3,5,4,1,3,3.625,2,1,3,1,4,4,3,1,1,3,3,3.41,15,14,4,15,15,3,1,21
10532,13,11,1,1,4,5,1,4,5,4,1,4,1,5,5,4,1,1,5,5,3.41,15,14,4,15,15,3,1,21
10532,13,13,1,3,2,3,1,3,3,4,2,3,2,4,4,3,2,4,4,3,3.41,15,14,4,15,15,3,1,21
10532,13,14,2,3,3,4,1,2,5,4,2,3,3,4,4,2,3,4,3,2,3.41,15,14,4,15,15,3,1,21
10532,13,15,1.25,3,5,3,2,3,3.625,2,3,3,3,3,3,4,2,1,3,3,3.41,15,14,4,15,15,3,1,21
10532,13,22,1,3,2,4,1,4,4,4,1,3,1,4,4,3,1,3,4,5,3.41,15,14,4,15,15,3,1,21
10532,13,24,1,2,2,4,1,4,4,4,1,4,1,5,5,4,1,4,5,5,3.41,15,14,4,15,15,3,1,21
10532,13,34,1.25,3,4,4,2,2,3.625,2,1,4,2,3,3,3,1,1,3,2,3.41,15,14,4,15,15,3,1,21
10532,13,41,1.25,3,2,3,1,3,3.625,3,2,3,2,3,2,3,1,3,3,2,3.41,15,14,4,15,15,3,1,21
10532,13,48,2,2,1,3,1,4,3,4,3,3,2,3,3,3,1,4,4,2,3.41,15,14,4,15,15,3,1,21
10532,13,52,1,4,1,3,1,3,1,4,2,2,2,4,4,3,2,5,3,3,3.41,15,14,4,15,15,3,1,21
10532,13,57,1,2,2,4,1,4,4,5,1,4,1,5,4,4,1,4,4,3,3.41,15,14,4,15,15,3,1,21
10497,35,3,1,4,3,3,4,1,2,4,2,3,3,5,3,4,2,3,3,2,NA,12,11,11,12,6,3,2,18
10497,35,5,1,2,3,2,1,4,4,3,3,3,2,5,3,4,1,4,4,2,NA,12,11,11,12,6,3,2,18
10497,35,6,1,5,4,2,1,2,5,3,1,3,2,5,3,4,2,3,4,3,NA,12,11,11,12,6,3,2,18
10497,35,7,1,4,2,2,2,1,4,4,3,3,2,4,2,3,1,5,3,3,NA,12,11,11,12,6,3,2,18
10497,35,8,2,4,4,4,2,4,5,4,1,4,4,3,3,4,2,2,4,3,NA,12,11,11,12,6,3,2,18
